PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,infection,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO33,R1_F1_m-1f-1_P1_Y-1_U17,R1_F1_m-1f-1_P1_Y-1_U13,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO34,R1_F1_m-1f-1_P1_Y-1_U17,R1_F1_m-1f-1_P1_Y-1_U13,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO35,R1_F1_m-1f-1_P1_Y-1_U17,R1_F1_m-1f-1_P1_Y-1_U13,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO64,R1_F1_m-1f-1_P1_Y-1_U27,R1_F1_m-1f-1_P1_Y-1_U21,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO130,I1_F11_m1f1_P1_Y3_UO798,I1_F11_m1f1_P1_Y2_UO441,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO132,I1_F11_m1f1_P1_Y3_UO798,I1_F11_m1f1_P1_Y2_UO441,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO226,R1_F1_m-1f-1_P1_Y-1_U35,R1_F1_m1f1_P1_Y0_UO253,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO228,R1_F1_m-1f-1_P1_Y-1_U35,R1_F1_m1f1_P1_Y0_UO253,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO229,R1_F1_m-1f-1_P1_Y-1_U35,R1_F1_m1f1_P1_Y0_UO253,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO252,I1_F11_m1f1_P1_Y2_UO288,R1_F1_m1f1_P1_Y0_UO354,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO255,I1_F11_m1f1_P1_Y2_UO288,R1_F1_m1f1_P1_Y0_UO354,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO259,I1_F11_m1f1_P1_Y2_UO288,R1_F1_m1f1_P1_Y0_UO354,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO260,I1_F11_m1f1_P1_Y2_UO288,R1_F1_m1f1_P1_Y0_UO354,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO261,I1_F11_m1f1_P1_Y2_UO288,R1_F1_m1f1_P1_Y0_UO354,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO324,I1_F11_m1f1_P1_Y1_UO588,R1_F1_m-1f-1_P1_Y-1_U39,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO325,I1_F11_m1f1_P1_Y1_UO588,R1_F1_m-1f-1_P1_Y-1_U39,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y7_UO326,I1_F11_m1f1_P1_Y1_UO588,R1_F1_m-1f-1_P1_Y-1_U39,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
